UNMERGED	EnterpriseBench	HEAD	2	0	/home/ds/projects/EnterpriseBench-0fx
DIRTY	EnterpriseBench	work/EnterpriseBench-0idmk	0	8	/home/ds/projects/EnterpriseBench-0idmk
SAFE	EnterpriseBench	fix/eb-1cm8-safe-read-hardening	0	0	/home/ds/projects/EnterpriseBench-1cm8
SAFE	EnterpriseBench	work/EnterpriseBench-20nhr	0	0	/home/ds/projects/EnterpriseBench-20nhr
SAFE	EnterpriseBench	work/EnterpriseBench-283rq	0	0	/home/ds/projects/EnterpriseBench-283rq
UNMERGED	EnterpriseBench	HEAD	2	0	/home/ds/projects/EnterpriseBench-30d6
DIRTY	EnterpriseBench	fix/eb-3kax-bounded-artifact-glob	4	2	/home/ds/projects/EnterpriseBench-3kax
UNMERGED	EnterpriseBench	3psg/document-equal-weighting	4	0	/home/ds/projects/EnterpriseBench-3psg
DIRTY	EnterpriseBench	HEAD	2	1	/home/ds/projects/EnterpriseBench-3sk
DIRTY	EnterpriseBench	work/EnterpriseBench-46rq8	0	4	/home/ds/projects/EnterpriseBench-46rq8
SAFE	EnterpriseBench	work/EnterpriseBench-4du6t	0	0	/home/ds/projects/EnterpriseBench-4du6t
DIRTY	EnterpriseBench	HEAD	2	2	/home/ds/projects/EnterpriseBench-4dxg
UNMERGED	EnterpriseBench	work/EnterpriseBench-4p5k	25	0	/home/ds/projects/EnterpriseBench-4p5k
UNMERGED	EnterpriseBench	HEAD	2	0	/home/ds/projects/EnterpriseBench-4sif
SAFE	EnterpriseBench	HEAD	0	0	/home/ds/projects/EnterpriseBench-5ko3d
SAFE	EnterpriseBench	HEAD	0	0	/home/ds/projects/EnterpriseBench-5u5by
UNMERGED	EnterpriseBench	work/EnterpriseBench-639lv	2	0	/home/ds/projects/EnterpriseBench-639lv
SAFE	EnterpriseBench	work/EnterpriseBench-6c9wp	0	0	/home/ds/projects/EnterpriseBench-6c9wp
UNMERGED	EnterpriseBench	work/EnterpriseBench-6ca3n	2	0	/home/ds/projects/EnterpriseBench-6ca3n
UNMERGED	EnterpriseBench	fix/eb-6gmu-safe-read-cap	1	0	/home/ds/projects/EnterpriseBench-6gmu
UNMERGED	EnterpriseBench	fix/eb-6plb-hibernate-task-toml	3	0	/home/ds/projects/EnterpriseBench-6plb
SAFE	EnterpriseBench	work/EnterpriseBench-6py4v	0	0	/home/ds/projects/EnterpriseBench-6py4v
UNMERGED	EnterpriseBench	work/EnterpriseBench-78zt5	5	0	/home/ds/projects/EnterpriseBench-78zt5
SAFE	EnterpriseBench	work/EnterpriseBench-7a802	0	0	/home/ds/projects/EnterpriseBench-7a802
UNMERGED	EnterpriseBench	HEAD	2	0	/home/ds/projects/EnterpriseBench-7en
DIRTY	EnterpriseBench	fix/eb-7jpm-grading-integrity	7	2	/home/ds/projects/EnterpriseBench-7jpm
SAFE	EnterpriseBench	fix/eb-7rc1-mode-gate	0	0	/home/ds/projects/EnterpriseBench-7rc1
DIRTY	EnterpriseBench	fix/eb-7wsf-httpx-check-error-source	0	4	/home/ds/projects/EnterpriseBench-7wsf
UNMERGED	EnterpriseBench	eb-859y-security-assessment-max-bytes	4	0	/home/ds/projects/EnterpriseBench-859y
SAFE	EnterpriseBench	HEAD	0	0	/home/ds/projects/EnterpriseBench-8cpp
UNMERGED	EnterpriseBench	work/EnterpriseBench-8o9xs	1	0	/home/ds/projects/EnterpriseBench-8o9xs
DIRTY	EnterpriseBench	fix/eb-8qya-debt-sweep	1	2	/home/ds/projects/EnterpriseBench-8qya
UNMERGED	EnterpriseBench	fix/eb-8qya.1-real-embedder-calibration	3	0	/home/ds/projects/EnterpriseBench-8qya.1
UNMERGED	EnterpriseBench	work/EnterpriseBench-8xsk5	4	0	/home/ds/projects/EnterpriseBench-8xsk5
DIRTY	EnterpriseBench	fix/eb-9awn-k4tv-rerun	0	1	/home/ds/projects/EnterpriseBench-9awn
SAFE	EnterpriseBench	work/EnterpriseBench-9ekjc	0	0	/home/ds/projects/EnterpriseBench-9ekjc
SAFE	EnterpriseBench	audit/eb-aq8e-symmetric-baseline-rescore	0	0	/home/ds/projects/EnterpriseBench-aq8e
SAFE	EnterpriseBench	HEAD	0	0	/home/ds/projects/EnterpriseBench-au1hs
SAFE	EnterpriseBench	work/EnterpriseBench-b0fuq	0	0	/home/ds/projects/EnterpriseBench-b0fuq
SAFE	EnterpriseBench	work/EnterpriseBench-b5vk6	0	0	/home/ds/projects/EnterpriseBench-b5vk6
SAFE	EnterpriseBench	work/EnterpriseBench-behb8	0	0	/home/ds/projects/EnterpriseBench-behb8
SAFE	EnterpriseBench	work/EnterpriseBench-bfrfm	0	0	/home/ds/projects/EnterpriseBench-bfrfm
DIRTY	EnterpriseBench	work/EnterpriseBench-bl4bc	0	162	/home/ds/projects/EnterpriseBench-bl4bc
